source_load,target_load,epoch,train_loss,train_acc,train_macro_f1,test_loss,test_acc,test_macro_f1
0,0,1,1.5917130878993444,0.6575255102040817,0.64458241287581,1.5575837198510227,0.5572289156626506,0.527657527866829
0,1,1,1.5917130878993444,0.6575255102040817,0.64458241287581,1.6540742786827687,0.49642346208869814,0.4253087059883761
0,2,1,1.5917130878993444,0.6575255102040817,0.64458241287581,1.6585520131247384,0.36857142857142855,0.2883725769482891
0,3,1,1.5917130878993444,0.6575255102040817,0.64458241287581,1.7337131757028772,0.38373751783166904,0.2900687436009946
0,0,2,0.7599954994357362,0.9317602040816326,0.9350671199364363,0.5733389811343458,0.8719879518072289,0.852030181704879
0,1,2,0.7599954994357362,0.9317602040816326,0.9350671199364363,0.6419633916007602,0.8698140200286123,0.8377790452642826
0,2,2,0.7599954994357362,0.9317602040816326,0.9350671199364363,0.704183892096792,0.8585714285714285,0.8354795868182672
0,3,2,0.7599954994357362,0.9317602040816326,0.9350671199364363,1.401667136204736,0.7360912981455064,0.6965764845826197
0,0,3,0.35318610954041385,0.985969387755102,0.9866075310447929,0.25635058944483835,0.983433734939759,0.9840961552640384
0,1,3,0.35318610954041385,0.985969387755102,0.9866075310447929,0.36324542325965326,0.9413447782546495,0.9391980067157746
0,2,3,0.35318610954041385,0.985969387755102,0.9866075310447929,0.41795899748802184,0.9885714285714285,0.9885550729520614
0,3,3,0.35318610954041385,0.985969387755102,0.9866075310447929,1.3399628047298602,0.7475035663338089,0.7071444057131557
0,0,4,0.18395772120174098,0.9929846938775511,0.9932679977824691,0.151130675551403,0.9879518072289156,0.9883734475149437
0,1,4,0.18395772120174098,0.9929846938775511,0.9932679977824691,0.2620982274477062,0.9298998569384835,0.9190517440517441
0,2,4,0.18395772120174098,0.9929846938775511,0.9932679977824691,0.25659223658697944,0.99,0.9899749373433584
0,3,4,0.18395772120174098,0.9929846938775511,0.9932679977824691,1.2016621617422294,0.7646219686162625,0.7087585190642844
0,0,5,0.10989028701976854,0.9961734693877551,0.9963481337191749,0.08933018901980067,0.9954819277108434,0.9957123168802001
0,1,5,0.10989028701976854,0.9961734693877551,0.9963481337191749,0.17790687444469278,0.9570815450643777,0.9546521553563807
0,2,5,0.10989028701976854,0.9961734693877551,0.9963481337191749,0.1744045228617532,0.9928571428571429,0.9928480204342274
0,3,5,0.10989028701976854,0.9961734693877551,0.9963481337191749,1.2260183206149582,0.7774607703281027,0.7179847369487404
0,0,6,0.07814468686677972,0.9955357142857143,0.995730698937425,0.09485185518860817,0.9969879518072289,0.9971427113628246
0,1,6,0.07814468686677972,0.9955357142857143,0.995730698937425,0.15648293840527022,0.9871244635193133,0.9870895025359905
0,2,6,0.07814468686677972,0.9955357142857143,0.995730698937425,0.2086911847761699,0.9685714285714285,0.9680532698024586
0,3,6,0.07814468686677972,0.9955357142857143,0.995730698937425,1.2981852601666253,0.7902995720399429,0.7425527356554305
0,0,7,0.05722749506940647,0.9980867346938775,0.9981834661118295,0.06818192111081388,0.9924698795180723,0.9928480204342274
0,1,7,0.05722749506940647,0.9980867346938775,0.9981834661118295,0.18923335815533376,0.9213161659513591,0.9070889894419306
0,2,7,0.05722749506940647,0.9980867346938775,0.9981834661118295,0.15452489940183503,0.9857142857142858,0.9856872542235584
0,3,7,0.05722749506940647,0.9980867346938775,0.9981834661118295,1.1992370917564112,0.7831669044222539,0.721963963963964
0,0,8,0.04773753554541237,0.9974489795918368,0.9975825299444931,0.060947306297091115,0.9909638554216867,0.9913648923394763
0,1,8,0.04773753554541237,0.9974489795918368,0.9975825299444931,0.18969627994996027,0.9570815450643777,0.9572323888518953
0,2,8,0.04773753554541237,0.9974489795918368,0.9975825299444931,0.22583235731082305,0.9157142857142857,0.8995335649859907
0,3,8,0.04773753554541237,0.9974489795918368,0.9975825299444931,1.4892150555496846,0.7902995720399429,0.7247371135929203
0,0,9,0.033839412717794885,0.9987244897959183,0.9987878287985132,0.02887680810169283,1.0,1.0
0,1,9,0.033839412717794885,0.9987244897959183,0.9987878287985132,0.046411448375499126,1.0,1.0
0,2,9,0.033839412717794885,0.9987244897959183,0.9987878287985132,0.1133605837396213,1.0,1.0
0,3,9,0.033839412717794885,0.9987244897959183,0.9987878287985132,1.6984378350858766,0.7417974322396577,0.7021995657509676
0,0,10,0.027096239279727548,0.9980867346938775,0.9981798588684848,0.038672913247382784,0.9969879518072289,0.9971322849213692
0,1,10,0.027096239279727548,0.9980867346938775,0.9981798588684848,0.13811351115867304,0.9814020028612304,0.9812670475014154
0,2,10,0.027096239279727548,0.9980867346938775,0.9981798588684848,0.1816460762492248,0.9242857142857143,0.9123971132571699
0,3,10,0.027096239279727548,0.9980867346938775,0.9981798588684848,1.3638812920022836,0.7788873038516405,0.7140906235182551
1,0,1,1.5725259745460773,0.5845967252880534,0.5461147381301602,1.5615479479353112,0.42771084337349397,0.39797656015508626
1,1,1,1.5725259745460773,0.5845967252880534,0.5461147381301602,1.502257136742615,0.5722460658082976,0.49846318955086255
1,2,1,1.5725259745460773,0.5845967252880534,0.5461147381301602,1.5128455826214382,0.5557142857142857,0.47520104469721636
1,3,1,1.5725259745460773,0.5845967252880534,0.5461147381301602,1.8191715700820237,0.34950071326676174,0.26376859269153075
1,0,2,0.7284502578258804,0.9314736203759855,0.9304559055093122,0.6850019492298723,0.8192771084337349,0.7996158013098518
1,1,2,0.7284502578258804,0.9314736203759855,0.9304559055093122,0.5255010960482391,0.9170243204577968,0.9047600989394915
1,2,2,0.7284502578258804,0.9314736203759855,0.9304559055093122,0.6095927297217505,0.9071428571428571,0.9034910686410997
1,3,2,0.7284502578258804,0.9314736203759855,0.9304559055093122,1.6681340541079448,0.6077032810271041,0.5570577430589652
1,0,3,0.3328659394569582,0.9957550030321407,0.9957324756722932,0.3758145369679095,0.9743975903614458,0.9755112770085809
1,1,3,0.3328659394569582,0.9957550030321407,0.9957324756722932,0.23358189486212314,0.9856938483547926,0.9856410256410257
1,2,3,0.3328659394569582,0.9957550030321407,0.9957324756722932,0.33324611199753623,0.9614285714285714,0.9611432807968064
1,3,3,0.3328659394569582,0.9957550030321407,0.9957324756722932,1.7783789201274238,0.6904422253922967,0.6402242870534375
1,0,4,0.1628975210911292,0.9981807155852032,0.9981762243964634,0.2060536512409348,0.9849397590361446,0.9855307712076486
1,1,4,0.1628975210911292,0.9981807155852032,0.9981762243964634,0.1068583387503126,0.9985693848354793,0.9985713556814122
1,2,4,0.1628975210911292,0.9981807155852032,0.9981762243964634,0.2104700682418687,0.9914285714285714,0.9914127990186057
1,3,4,0.1628975210911292,0.9981807155852032,0.9981762243964634,1.6205540274332322,0.7061340941512125,0.6516154085119602
1,0,5,0.08172809645723328,0.9993935718617344,0.9993957483319186,0.1849206421210105,0.9668674698795181,0.967146625731648
1,1,5,0.08172809645723328,0.9993935718617344,0.9993957483319186,0.05886822033977304,1.0,1.0
1,2,5,0.08172809645723328,0.9993935718617344,0.9993957483319186,0.14448464010443007,0.9942857142857143,0.9942810457516341
1,3,5,0.08172809645723328,0.9993935718617344,0.9993957483319186,1.9951892790946573,0.7018544935805991,0.6432727418642912
1,0,6,0.05685466869517917,0.9993935718617344,0.9993957483319186,0.1574924174157611,0.9759036144578314,0.9762726118066567
1,1,6,0.05685466869517917,0.9993935718617344,0.9993957483319186,0.04608233273562273,0.9985693848354793,0.9985713556814122
1,2,6,0.05685466869517917,0.9993935718617344,0.9993957483319186,0.1196125816660268,0.9914285714285714,0.9914127990186057
1,3,6,0.05685466869517917,0.9993935718617344,0.9993957483319186,1.9662958428173323,0.7047075606276747,0.6489068571652863
1,0,7,0.04199790279338619,1.0,1.0,0.10515569276120289,0.9879518072289156,0.9884682693193332
1,1,7,0.04199790279338619,1.0,1.0,0.02927653919985366,1.0,1.0
1,2,7,0.04199790279338619,1.0,1.0,0.07343496901648386,1.0,1.0
1,3,7,0.04199790279338619,1.0,1.0,1.6911477006110927,0.7118402282453637,0.6617918902802624
1,0,8,0.03178792894157661,1.0,1.0,0.16609457756830268,0.9578313253012049,0.9571844290779794
1,1,8,0.03178792894157661,1.0,1.0,0.02736372506520438,1.0,1.0
1,2,8,0.03178792894157661,1.0,1.0,0.0770746378919908,0.9971428571428571,0.9971422739334559
1,3,8,0.03178792894157661,1.0,1.0,1.8317832320838232,0.7018544935805991,0.6432727418642912
1,0,9,0.023942736600423453,1.0,1.0,0.10986301852726793,0.9759036144578314,0.9763851359429923
1,1,9,0.023942736600423453,1.0,1.0,0.014633740731468357,1.0,1.0
1,2,9,0.023942736600423453,1.0,1.0,0.06935548381081649,0.9942857142857143,0.9942810457516341
1,3,9,0.023942736600423453,1.0,1.0,2.024941076015716,0.7047075606276747,0.6489068571652863
1,0,10,0.018291987715940754,1.0,1.0,0.11264293217829552,0.9728915662650602,0.9732428168110729
1,1,10,0.018291987715940754,1.0,1.0,0.012664073682490081,1.0,1.0
1,2,10,0.018291987715940754,1.0,1.0,0.06873082694730588,0.9942857142857143,0.9942810457516341
1,3,10,0.018291987715940754,1.0,1.0,2.08968726056794,0.703281027104137,0.6461269841269841
2,0,1,1.5617632079370243,0.593086719223772,0.5517586286967712,1.5975927279656192,0.5150602409638554,0.4954069187479643
2,1,1,1.5617632079370243,0.593086719223772,0.5517586286967712,1.5772338304055777,0.6266094420600858,0.5590084247013832
2,2,1,1.5617632079370243,0.593086719223772,0.5517586286967712,1.4866600370407104,0.61,0.5433934110157577
2,3,1,1.5617632079370243,0.593086719223772,0.5517586286967712,1.5910467960354946,0.38659058487874465,0.29521206489766116
2,0,2,0.7130752132110989,0.9490600363856883,0.9460212381251116,0.8126353955412485,0.7590361445783133,0.7133333333333334
2,1,2,0.7130752132110989,0.9490600363856883,0.9460212381251116,0.6967362812873461,0.8383404864091559,0.7984492614080789
2,2,2,0.7130752132110989,0.9490600363856883,0.9460212381251116,0.514387845311846,0.9942857142857143,0.9942810457516339
2,3,2,0.7130752132110989,0.9490600363856883,0.9460212381251116,0.9968872422328519,0.6276747503566333,0.5633465517983254
2,0,3,0.32309146001347633,0.9957550030321407,0.9957467281736845,0.49001289473240633,0.8900602409638554,0.8729011602429324
2,1,3,0.32309146001347633,0.9957550030321407,0.9957467281736845,0.4161661065827112,0.8984263233190272,0.8667170478629208
2,2,3,0.32309146001347633,0.9957550030321407,0.9957467281736845,0.19702886845384326,1.0,1.0
2,3,3,0.32309146001347633,0.9957550030321407,0.9957467281736845,0.6676588062935651,0.7646219686162625,0.7314196124771133
2,0,4,0.15867017363150096,0.9963614311704063,0.996381282358737,0.27881846478186456,0.9593373493975904,0.9608154899654942
2,1,4,0.15867017363150096,0.9963614311704063,0.996381282358737,0.242687583033619,0.9413447782546495,0.9366286418379108
2,2,4,0.15867017363150096,0.9963614311704063,0.996381282358737,0.10219579262392861,1.0,1.0
2,3,4,0.15867017363150096,0.9963614311704063,0.996381282358737,0.7203914105637097,0.8002853067047075,0.7725379410400464
2,0,5,0.08281553716931363,1.0,1.0,0.2915468714143856,0.9337349397590361,0.930435253645868
2,1,5,0.08281553716931363,1.0,1.0,0.2407706192400152,0.9170243204577968,0.8996250626724865
2,2,5,0.08281553716931363,1.0,1.0,0.0548777574300766,1.0,1.0
